132Bh;Torque limit 1 (fwd-power in 4-quadrant mode);b041;R/W;0 to 200/255 (no);1 [%];
132Ch;Torque limit 2 (rev/regen. in 4-quadrant mode);b042;R/W;0 to 200/255 (no);1 [%];
132Dh;Torque limit 3 (rev/power in 4-quadrant mode);b043;R/W;0 to 200/255 (no);1 [%];
132Eh;Torque limit 4 (fwd/regen. in 4-quadrant mode);b044;R/W;0 to 200/255 (no);1 [%];
132Fh;Torque limit LADSTOP enable;b045;R/W;0 (disabling), 1 (enabling);–;
1330h;Reverse Run protection enable;b046;R/W;0 (disabling), 1 (enabling);–;
1333h;Dual Rating Selection;b049;R/W;0(CT mode)/1(VT mode);–;
1334h;Controlled deceleration on power loss;b050;R/W;0 (disabling), 1 (enabling), 2, (nonstop operation at momentary power failure (no restoration)) 3, (nonstop operation at momentary power failure (restoration to be done));–;
1335h;DC bus voltage trigger level of ctrl. decel.;b051;R/W;0 to 10000;0.1 [V];
1336h;Over-voltage threshold of ctrl. decel.;b052;R/W;0 to 10000;0.1 [V];
1337h;Deceleration time of ctrl. decel.;b053 (high);R/W;0.01 to 36000;0.01 [sec.];
1338h;Deceleration time of ctrl. decel.;b053 (low);R/W;0.01 to 36000;0.01 [sec.];
1339h;Initial freq. drop of ctrl. decel.;b054;R/W;0 to 1000;0.01 [Hz];
133Fh;Maximum-limit level of window comparators O;b060;R/W;0. to 100. (lower limit : b061 + b062 *2) (%);1 [%];
1340h;Minimum-limit level of window comparators O;b061;R/W;0. to 100. (lower limit : b060 - b062*2) (%);1 [%];
1341h;Hysteresis width of window comparators O;b062;R/W;0. to 10. (lower limit : b061 - b062 / 2) (%);1 [%];
1342h;Maximum-limit level of window comparators OI;b063;R/W;0. to 100. (lower limit : b064 + b066 *2) (%);1 [%];
1343h;Minimum-limit level of window comparators OI;b064;R/W;0. to 100. (lower limit : b063 - b066 *2) (%);1 [%];
1344h;Hysteresis width of window comparators OI;b065;R/W;0. to 10. (lower limit : b063 - b064 / 2) (%);1 [%];
1349h;Operation level at O disconnec- tion;b070;R/W;"0. to 100. (%) or ""no"" (ignore)";1 [%];
134Ah;Operation level at OI disconnec- tion;b071;R/W;"0. to 100. (%) or ""no"" (ignore)";1 [%];
134Eh;Ambient temperature;b075;R/W;-10 to 50;1 [?];
1351h;Cumulative input power data clearance;b078;R/W;"Clearance by setting ""1""";–;
1352h;Watt-hour display gain;b079;R/W;1 to 1000;1;
1355h;Start frequency;b082;R/W;10 to 999;0.01 [Hz];
1356h;Carrier frequency;b083;R/W;20 to 150;0.1 [kHz];
1357h;Initialization mode (parameters or trip history);b084;R/W;0,1 (clearing the trip history), 2 (initializ- ing the data), 3 (clearing the trip history and initializing the data), 4 (clearing the trip history and initializing the data and EzSQ program);–;
1358h;Initial value code;b085;R/W;0 (JPN/US), 1 (EU);–;
1359h;Frequency scaling conversion factor;b086;R/W;1 to 9999;0.01;
135Ah;STOP key enable;b087;R/W;0 (enabling), 1 (disabling), 2 (disabling only stop);–;
135Bh;Restart mode after FRS;b088;R/W;0 (starting with 0 Hz), 1 (starting with matching frequency), 2 (starting with active matching frequency);-;
135Ch;Automatic carrier frequency reduction;b089;R/W;0(disabling)/1(enabling( output current controlled))/2(enabling( fin temperature controlled));–;
135Dh;Dynamic braking usage ratio;b090;R/W;0 to 1000;0.1 [%];
135Eh;Stop mode selection;b091;R/W;0 (deceleration until stop), 1 (free-run stop);–;
135Fh;Cooling fan control;b092;R/W;0 (always operating the fan), 1 (operat- ing the fan only during inverter opera- tion [including 5 minutes after power-on and power-off]) ,2;–;
1360h;Clear elapsed time of cooling fan;b093;R/W;0(count)/1(clear);–;
1361h;Initialization target data;b094;R/W;0 to 3;–;
1362h;Dynamic braking control;b095;R/W;0 (disabling), 1 (enabling [disabling while the motor is stopped]), 2 (enabling [enabling also while the motor is stopped]);;
1363h;Dynamic braking activation level;b096;R/W;330 to 380, 660 to 760;1. [V];
1364h;BRD resistor value;b097;R/W;Min. Resitance to 600.0;0.1 [Ω];
1367h;Free-setting V/f frequency (1);b100;R/W;"0. to ""free-setting V/f frequency (2)""";1 [Hz];
1368h;Free-setting V/f voltage (1);b101;R/W;0. to 8000;0.1 [V];
1369h;Free-setting V/f frequency (2);b102;R/W;"0. to ""free-setting V/f frequency (3)""";1 [Hz];
136Ah;Free-setting V/f voltage (2);b103;R/W;0. to 8000;0.1 [V];
136Bh;Free-setting V/f frequency (3);b104;R/W;"0. to ""free-setting V/f frequency (4)""";1 [Hz];
136Ch;Free-setting V/f voltage (3);b105;R/W;0. to 8000;0.1 [V];
136Dh;Free-setting V/f frequency (4);b106;R/W;"0. to ""free-setting V/f frequency (5)""";1 [Hz];
136Eh;Free-setting V/f voltage (4);b107;R/W;0. to 8000;0.1 [V];
136Fh;Free-setting V/f frequency (5);b108;R/W;"0. to ""free-setting V/f frequency (6)""";1 [Hz];
1370h;Free-setting V/f voltage (5);b109;R/W;0. to 8000;0.1 [V];
1371h;Free-setting V/f frequency (6);b110;R/W;"0. to ""free-setting V/f frequency (7)""";1 [Hz];
1372h;Free-setting V/f voltage (6);b111;R/W;0. to 8000;0.1 [V];
1373h;Free-setting V/f frequency (7);b112;R/W;0. to 400.;1 [Hz];
1374h;Free-setting V/f voltage (7);b113;R/W;0. to 8000;0.1 [V];
1349h;Operation level at O disconnec- tion;b070;R/W;"0. to 100. (%) or ""no"" (ignore)";1 [%];
134Ah;Operation level at OI disconnec- tion;b071;R/W;"0. to 100. (%) or ""no"" (ignore)";1 [%];
134Eh;Ambient temperature;b075;R/W;-10 to 50;1 [?];
1351h;Cumulative input power data clearance;b078;R/W;"Clearance by setting ""1""";–;
1352h;Watt-hour display gain;b079;R/W;1 to 1000;1;
1355h;Start frequency;b082;R/W;10 to 999;0.01 [Hz];
1356h;Carrier frequency;b083;R/W;20 to 150;0.1 [kHz];
1357h;Initialization mode (parameters or trip history);b084;R/W;0,1 (clearing the trip history), 2 (initializ- ing the data), 3 (clearing the trip history and initializing the data), 4 (clearing the trip history and initializing the data and EzSQ program);–;
1358h;Initial value code;b085;R/W;0 (JPN/US), 1 (EU);–;
1359h;Frequency scaling conversion factor;b086;R/W;1 to 9999;0.01;
135Ah;STOP key enable;b087;R/W;0 (enabling), 1 (disabling), 2 (disabling only stop);–;
135Bh;Restart mode after FRS;b088;R/W;0 (starting with 0 Hz), 1 (starting with matching frequency), 2 (starting with active matching frequency);-;
135Ch;Automatic carrier frequency reduction;b089;R/W;0(disabling)/1(enabling( output current controlled))/2(enabling( fin temperature controlled));–;
135Dh;Dynamic braking usage ratio;b090;R/W;0 to 1000;0.1 [%];
135Eh;Stop mode selection;b091;R/W;0 (deceleration until stop), 1 (free-run stop);–;
135Fh;Cooling fan control;b092;R/W;0 (always operating the fan), 1 (operat- ing the fan only during inverter opera- tion [including 5 minutes after power-on and power-off]) ,2;–;
1360h;Clear elapsed time of cooling fan;b093;R/W;0(count)/1(clear);–;
1361h;Initialization target data;b094;R/W;0 to 3;–;
1362h;Dynamic braking control;b095;R/W;0 (disabling), 1 (enabling [disabling while the motor is stopped]), 2 (enabling [enabling also while the motor is stopped]);;
1363h;Dynamic braking activation level;b096;R/W;330 to 380, 660 to 760;1. [V];
1364h;BRD resistor value;b097;R/W;Min. Resitance to 600.0;0.1 [Ω];
1367h;Free-setting V/f frequency (1);b100;R/W;"0. to ""free-setting V/f frequency (2)""";1 [Hz];
1368h;Free-setting V/f voltage (1);b101;R/W;0. to 8000;0.1 [V];
1369h;Free-setting V/f frequency (2);b102;R/W;"0. to ""free-setting V/f frequency (3)""";1 [Hz];
136Ah;Free-setting V/f voltage (2);b103;R/W;0. to 8000;0.1 [V];
136Bh;Free-setting V/f frequency (3);b104;R/W;"0. to ""free-setting V/f frequency (4)""";1 [Hz];
136Ch;Free-setting V/f voltage (3);b105;R/W;0. to 8000;0.1 [V];
136Dh;Free-setting V/f frequency (4);b106;R/W;"0. to ""free-setting V/f frequency (5)""";1 [Hz];
136Eh;Free-setting V/f voltage (4);b107;R/W;0. to 8000;0.1 [V];
136Fh;Free-setting V/f frequency (5);b108;R/W;"0. to ""free-setting V/f frequency (6)""";1 [Hz];
1370h;Free-setting V/f voltage (5);b109;R/W;0. to 8000;0.1 [V];
1371h;Free-setting V/f frequency (6);b110;R/W;"0. to ""free-setting V/f frequency (7)""";1 [Hz];
1372h;Free-setting V/f voltage (6);b111;R/W;0. to 8000;0.1 [V];
1373h;Free-setting V/f frequency (7);b112;R/W;0. to 400.;1 [Hz];
1374h;Free-setting V/f voltage (7);b113;R/W;0. to 8000;0.1 [V];
137Bh;Brake Control Enable;b120;R/W;0 (disabling), 1 (enabling);–;
137Ch;Brake Wait Time for Release;b121;R/W;0 to 500;0.01 [sec.];
137Dh;Brake Wait Time for Acceleration;b122;R/W;0 to 500;0.01 [sec.];
137Eh;Brake Wait Time for Stopping;b123;R/W;0 to 500;0.01 [sec.];
137Fh;Brake Wait Time for Confirma- tion;b124;R/W;0 to 500;0.01 [sec.];
1380h;Brake Release Frequency;b125;R/W;0 to 40000;0.01 [Hz];
1381h;Brake Release Current;b126;R/W;0 to 2000;0.1 [%];
1382h;Braking frequency;b127;R/W;0 to 40000;0.01 [Hz];
1385h;Deceleration overvoltage sup- pression enable;b130;R/W;0 (disabling), 1 (enabling), 2 (enabling with acceleration);–;
1386h;Decel. overvolt. suppress level;b131;R/W;200 V class: 330 to 390 (V) 400 V class: 660 to 780 (V);1 [V];
1387h;Decel. overvolt. suppress const.;b132;R/W;10 to 3000;0.01 [sec.];
1388h;Decel. overvolt. suppress propo- tional gain;b133;R/W;0 to 500;0.01;
1389h;Decel. overvolt. suppress Inte- gral time;b134;R/W;0 to 1500;0.1 [sec.];
1394h;GS input mode;b145;R/W;0 (non Trip) /1 (Trip);–;
139Ah;Display ex.operator connected;b150;R/W;001 to 060;-;
13A3h;1st parameter of Dual Monitor;b160;R/W;001 to 030;–;
13A4h;2nd parameter of Dual Monitor;b161;R/W;001 to 030;–;
13A6h;Freq. set in monitoring;b163;R/W;0 (disabling), 1 (enabling),;–;
13A7h;Automatic return to the initial dis- play;b164;R/W;0 (disabling), 1 (enabling),;–;
13A8h;Ex. operator com. loss action;b165;R/W;0 (tripping), 1 (tripping after decelerating and stopping the motor), 2 (ignoring errors), 3 (stopping the motor after free- running), 4 (decelerating and stopping the motor);–;
13A9h;Data Read/Write select;b166;R/W;0 (Read/Write OK), 1 (Protected);–;
13AEh;Inverter mode selection;b171;R/W;0 (disabling), 1 (IM mode), 2 (High Freq. mode), 3 (PM mode);–;
13B7h;Initialization trigger;b180;R/W;0 (disabling), 1 (enabling),;;
